tp,op,hhtested,version
0.4,0.001,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0,0.6,clnrs
0.4,0,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.003,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.003,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.003,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.003,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0.003,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0.003,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0,0.6,clnrs
0.4,0.003,0.6,clnrs
0.4,0.003,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.003,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.003,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0.002,0.6,clnrs
0.4,0.001,0.6,clnrs
0.4,0.001,0.6,clnrs
0.5,0.003,30%,clnrs
0.5,0.007,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0,30%,clnrs
0.5,0,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.002,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.002,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.004,30%,clnrs
0.5,0.004,30%,clnrs
0.5,0.005,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0,30%,clnrs
0.5,0.005,30%,clnrs
0.5,0.004,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0,30%,clnrs
0.5,0.004,30%,clnrs
0.5,0.004,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.004,30%,clnrs
0.5,0,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0,30%,clnrs
0.5,0,30%,clnrs
0.5,0,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0,30%,clnrs
0.5,0,30%,clnrs
0.5,0,30%,clnrs
0.5,0,30%,clnrs
0.5,0.005,30%,clnrs
0.5,0.004,30%,clnrs
0.5,0.004,30%,clnrs
0.5,0,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.005,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0,30%,clnrs
0.5,0.004,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.004,30%,clnrs
0.5,0.002,30%,clnrs
0.5,0.004,30%,clnrs
0.5,0,30%,clnrs
0.5,0.004,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.004,30%,clnrs
0.5,0.004,30%,clnrs
0.5,0,30%,clnrs
0.5,0.001,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.003,30%,clnrs
0.5,0.002,30%,clnrs
0.5,0.006,30%,clnrs
0.5,0,30%,clnrs
0.5,0.008,30%,clnrs
0.5,0.001,30%,clnrs
